life_expectancy,state,median_income,unemployment,income_inequality,gender_pay_gap,disconnected_youth,adult_smoking,physical_inactivity,adult_obesity,diabetes_prevalence,food_insecurity,insufficient_sleep,pm25,primary_care_physicians,homeownership,severe_housing_cost_burden
76.241970091,ME,56509,0.0353853963,4.4283583802,0.7904837548,0.1349534643,0.161,0.226,0.334,0.082,0.136,0.371,5.4,0.0010442281,0.7700088304,0.0796779334
78.127151808,ME,72647,0.0323377889,4.5250136874,0.816197255,0.058984375,0.136,0.185,0.283,0.075,0.127,0.311,2.8,0.0010499715,0.7878921255,0.1144974947
76.132641394,ME,64643,0.0261452586,4.3027903599,0.8780785007,0.0370867595,0.163,0.224,0.336,0.086,0.136,0.358,6,0.0011085584,0.7275660042,0.1166724397
78.853132707,ME,74569,0.0278586279,3.9742756566,0.8529139524,0.1372110365,0.156,0.204,0.318,0.076,0.118,0.315,5.8,0.0010885341,0.8383433121,0.1121537087
76.083703251,ME,60220,0.0318950059,4.6389411718,0.8520136296,0.0766577233,0.202,0.266,0.367,0.091,0.146,0.343,5.1,6.651998e-4,0.8081370811,0.1221011947
75.248730081,ME,65215,0.0306417163,4.7175473171,0.8522255088,0.0401643085,0.177,0.233,0.388,0.088,0.143,0.363,4.6,0.0013550224,0.7028053544,0.1105721828
75.439627512,ME,51787,0.041971831,4.4359224537,0.7446011034,0.2297734628,0.158,0.235,0.358,0.089,0.162,0.355,4.7,5.825808e-4,0.7692023178,0.117413063
74.388435627,ME,56422,0.0417421224,4.4755497624,0.7878397052,0.0967296177,0.187,0.259,0.373,0.091,0.162,0.389,5.5,5.732132e-4,0.7726173198,0.1092391057
72.340642529,ME,48104,0.0412686567,5.3366798499,0.7834390139,0.0692464358,0.186,0.268,0.377,0.094,0.171,0.401,4.3,4.177244e-4,0.7805418543,0.1241134752
78.642641154,ME,85445,0.0259565233,3.9161519941,0.7951193714,0.0553898594,0.13,0.201,0.295,0.078,0.116,0.317,6.9,6.75704e-4,0.7613739612,0.1186038053
77.778577324,MD,98568,0.0212253561,4.6286695076,0.8650943996,0.0610251719,0.098,0.205,0.335,0.105,0.122,0.387,6.3,8.47833e-4,0.6748002787,0.1437019567
73.48711096,MD,54759,0.0280203903,4.8214301334,0.8066440979,0.0489386792,0.158,0.252,0.373,0.116,0.173,0.425,6.3,5.315301e-4,0.7032366234,0.1110165228
78.817704558,MD,116956,0.018370455,3.7078482589,0.820146171,0.0444908149,0.111,0.197,0.347,0.088,0.105,0.387,7.1,6.724984e-4,0.7496265686,0.1086672058
76.889873471,MD,86807,0.0218823044,4.4207173732,0.8569544348,0.0639051432,0.122,0.216,0.332,0.106,0.121,0.372,7.5,8.642249e-4,0.6633146651,0.149083826
78.668802593,MD,124486,0.0187890175,3.4777584222,0.7650031518,0.0560279049,0.107,0.181,0.339,0.092,0.095,0.369,6.2,4.790904e-4,0.8715544274,0.0966043936
78.239522776,MD,113885,0.0170637003,4.0115259677,0.8211060091,0.0410569534,0.119,0.202,0.315,0.085,0.114,0.351,7.9,4.42852e-4,0.8385496243,0.0928077588
73.702899116,MD,87592,0.0220263513,4.3233364574,0.7848880597,0.1155438464,0.155,0.239,0.376,0.107,0.137,0.388,5.6,3.945912e-4,0.7530618341,0.1198296527
76.714927876,MD,105141,0.02171808,3.5155249487,0.9272017135,0.0975946599,0.134,0.236,0.429,0.117,0.079,0.408,7.1,3.793762e-4,0.8123058523,0.1294071934
80.01802129,MD,114089,0.0195036629,3.6394800473,0.8087742312,0.0410460807,0.111,0.195,0.312,0.099,0.111,0.354,7.7,5.610449e-4,0.7703694245,0.1052804296
77.872771708,MD,104553,0.0197777051,4.1057411273,0.7833308045,0.0731231719,0.109,0.206,0.348,0.091,0.112,0.366,5.8,5.399712e-4,0.7971098324,0.1085724172
77.595857156,MD,97171,0.0224828738,3.9621172582,1.0735892002,0.0740674103,0.105,0.237,0.36,0.13,0.093,0.438,5.9,4.961761e-4,0.623382842,0.1693037834
79.611291636,MD,112527,0.0178034191,4.2485672617,0.7666923472,0.0848852317,0.134,0.233,0.327,0.086,0.115,0.346,6.3,3.14973e-4,0.8133625299,0.1225026288
76.953682296,MD,102345,0.0197497904,3.9400292448,0.7420115994,0.0442054958,0.131,0.224,0.352,0.108,0.118,0.377,6.3,3.669148e-4,0.7264691086,0.1091189276
74.507730598,MD,71685,0.0231367448,4.7108571429,0.8138295421,0.0820418029,0.162,0.266,0.423,0.111,0.151,0.41,6.6,5.486101e-4,0.6588847183,0.1278907582
74.909138131,MD,70975,0.025409254,4.3161349693,0.8268337205,0.0481605351,0.167,0.249,0.367,0.12,0.139,0.366,6.7,6.443547e-4,0.6068341909,0.1468583246
78.527657982,MD,75459,0.0332173981,4.3106856964,0.7727240302,0.0958435208,0.155,0.222,0.362,0.103,0.139,0.321,6.8,8.469472e-4,0.7674486927,0.1340411701
70.612938747,MD,58616,0.0291641601,6.4622551721,0.9559044815,0.085770947,0.166,0.272,0.385,0.138,0.155,0.421,6.5,0.0011587204,0.4751524293,0.2125694309
79.685330667,MA,99750,0.0336829833,5.4850809889,0.8379510347,0.0486408734,0.107,0.206,0.271,0.092,0.102,0.332,6.75,0.0010097752,0.6259747219,0.1641999792
79.492382397,MA,89448,0.0419334701,4.658597098,0.8103934854,0.084323317,0.109,0.177,0.265,0.072,0.091,0.325,5.9,8.99269e-4,0.8055272332,0.1653869932
77.651376502,MA,74535,0.0361783481,4.9951817933,0.7998364724,0.0579525553,0.131,0.228,0.289,0.081,0.112,0.382,7.8,0.0010959373,0.6996478936,0.1512422304
77.363279094,MA,81047,0.0409776802,5.383401387,0.8219649265,0.0563992845,0.146,0.238,0.33,0.096,0.114,0.353,6.3,5.050296e-4,0.6224881784,0.1629685595
79.665190533,MA,96303,0.0347461629,5.3974760004,0.784139551,0.0532970703,0.12,0.204,0.308,0.085,0.101,0.367,5.6,7.409482e-4,0.6396065145,0.1823971807
79.295952345,MA,71256,0.0285405623,4.4994145395,0.9231285404,0.0727466288,0.105,0.165,0.258,0.072,0.116,0.342,8.4,6.336689e-4,0.6873452283,0.1663516684
76.294570856000007,MA,67155,0.0425680803,5.5477647059,0.8570308223,0.0924314244,0.173,0.311,0.359,0.112,0.133,0.395,8.6,0.00066563220000000005,0.6222064196,0.1662197942
80.185190071,MA,80839,0.029490221,4.835768039,0.9422978952,0.0190146932,0.126,0.202,0.277,0.083,0.093,0.336,6.8,0.0012811626,0.6878581836,0.1408738396
81.54482622,MA,123288,0.0286262274,4.9388341056,0.8119465322,0.0359800895,0.085,0.156,0.221,0.071,0.083,0.313,6.7,0.0012460195,0.6163258255,0.1502462217
78.783263559,MA,107828,0.0353212544,4.7315361555,0.825463457,0.0532305297,0.131,0.198,0.302,0.08,0.076,0.36,7.6,6.341428e-4,0.7762133386,0.1539729306
80.102604018,MA,91386,0.0323119985,7.6494989074,0.9175643216,0.0357849037,0.125,0.247,0.28,0.102,0.122,0.347,8.5,0.0015740783,0.3660579048,0.2119617317
78.754918404,MA,93561,0.0349672565,4.9909919777,0.8098527517,0.0491680887,0.138,0.225,0.327,0.093,0.101,0.353,8.1,9.338433e-4,0.6566658565,0.1478484816
76.236466789,MI,69097,0.0390352307,4.6084211918,0.7836631772,0.0699928116,0.16,0.228,0.346,0.099,0.142,0.364,6.7,7.835189e-4,0.7292164583,0.1251479749
77.553383824,MI,78772,0.0341156657,3.7215470499,0.7714285714,0.0759863614,0.166,0.232,0.316,0.091,0.121,0.316,6,2.06697e-4,0.8605504179,0.0713076113
77.025876616,MI,53480,0.045441656,4.7065197344,0.8704599555,0.080604534,0.202,0.256,0.387,0.097,0.176,0.35,6.1,7.614301e-4,0.7942516099,0.0916409172
78.77828533,MI,72369,0.0535611442,3.8457878198,0.7249822912,0.1157786885,0.131,0.186,0.348,0.081,0.14,0.322,6.6,6.719019e-4,0.8700380642,0.0894119836
77.898107168,MI,75377,0.0354161015,3.7427519305,0.8112070602,0.0711513583,0.137,0.197,0.338,0.082,0.125,0.333,7.7,3.016256e-4,0.8610348642,0.0975782585
75.148229796,MI,59523,0.0492809435,4.3800434164,0.7653753267,0.0469336671,0.147,0.201,0.372,0.088,0.162,0.332,4.7,4.46667e-4,0.7636084333,0.1039914045
75.975996443,MI,62758,0.042089966,4.8312681944,0.76708828,0.068644406,0.171,0.249,0.4,0.099,0.149,0.39,8.8,7.968596e-4,0.727576943,0.1334831751
76.063902228,MI,57641,0.0388627936,3.8711555322,0.7923792662,0.090473911,0.196,0.266,0.396,0.101,0.153,0.36,8,3.556741e-4,0.7749084033,0.099969447
73.577767444,MI,58617,0.0434156911,4.4370967742,0.8262065783,0.0819251048,0.182,0.261,0.389,0.105,0.151,0.355,8,5.754041e-4,0.7241301866,0.1189465228
76.09176432,MI,68720,0.0443244135,4.6404279835,0.7950534081,0.0628425283,0.18,0.233,0.351,0.094,0.146,0.358,8.7,2.136628e-4,0.8054435962,0.106620003
78.010469213,MI,78405,0.0456899178,3.9953370675,0.6987475989,0.0729991205,0.182,0.239,0.366,0.091,0.133,0.375,6.5,8.433643e-4,0.8271413407,0.0874718304
75.394751662,MI,61488,0.081987697,4.1994768828,0.8267488432,0.1421800948,0.173,0.235,0.368,0.096,0.17,0.34,6.1,5.436471e-4,0.8501440922,0.1027965284
77.19160878,MI,59852,0.0591075795,4.2388588331,0.9143108063,0.078338591,0.201,0.248,0.393,0.106,0.174,0.355,5.8,7.062147e-4,0.7372178553,0.103375686
73.673931039,MI,47793,0.0631206868,4.1291043109,0.7388096589,0.1492537313,0.201,0.26,0.423,0.103,0.206,0.349,6.9,2.897151e-4,0.8619753086,0.1130730051
79.857388417,MI,91911,0.0333135603,3.9948510574,0.7743729166,0.0396659708,0.126,0.182,0.359,0.079,0.122,0.3,7.5,3.021681e-4,0.8279683209,0.083670759
77.066233764,MI,73130,0.0361206306,3.591507899,0.8483828456,0.0776903894,0.136,0.21,0.349,0.087,0.128,0.328,7.8,3.30445e-4,0.7423695002,0.099257198
73.085697666,MI,60192,0.0496566211,4.5597836366,0.7614617287,0.0705726378,0.16,0.239,0.391,0.104,0.16,0.393,6.1,8.287812e-4,0.7084297521,0.1343150962
73.981412551,MI,51395,0.0586759313,4.2452881514,0.7991885322,0.0961702128,0.188,0.24,0.381,0.096,0.168,0.347,6.5,1.569551e-4,0.8710669078,0.1040081648
75.506616283,MI,60251,0.0437252827,3.9881496881,0.7411816177,0.0562805873,0.158,0.212,0.356,0.095,0.153,0.332,6.9,4.814173e-4,0.7885052719,0.0974537201
75.33581386,MI,58676,0.0424175081,3.980534406,0.7427718105,0.1094946401,0.202,0.264,0.368,0.098,0.156,0.35,8,1.976024e-4,0.8101691119,0.1027136259
77.62116067,MI,56074,0.0462822458,5.1083206038,0.7953634695,0.0431578947,0.159,0.213,0.342,0.093,0.15,0.309,4.9,6.968081e-4,0.7120202091,0.1133134154
75.426501713,MI,63483,0.0386104426,4.9069829323,0.8622695293,0.0289414625,0.145,0.202,0.34,0.092,0.149,0.354,7,0.0011547913,0.5954738088,0.153787832
77.462451535,MI,70177,0.0361877577,3.6853643786,0.8214439192,0.057433443,0.175,0.236,0.387,0.097,0.133,0.359,7.5,2.529875e-4,0.7724623815,0.0871022524
74.914330295,MI,53213,0.0451549313,5.223787696,0.7983245717,0.0653840138,0.184,0.257,0.385,0.105,0.176,0.356,6.8,4.937281e-4,0.6127415604,0.1751334668
75.056371108,MI,64070,0.0402557015,4.0622025493,0.8251639714,0.0706124021,0.199,0.255,0.397,0.1,0.143,0.422,8.2,4.311153e-4,0.7504916659,0.1155887395
77.111987178,MI,67671,0.0367703001,4.6701393497,0.838532399,0.0627960482,0.156,0.229,0.357,0.091,0.135,0.295,7.7,9.880969e-4,0.6395045694,0.1313977186
78.461954322,MI,79715,0.0318217003,4.0641145176,0.8092214033,0.0668694754,0.156,0.225,0.335,0.096,0.124,0.329,7.8,9.361048e-4,0.7035745115,0.1093902147
75.825929403,MI,71515,0.0410889902,3.9100200512,0.6716030557,0.1258907363,0.178,0.247,0.355,0.094,0.134,0.357,7.4,3.615288e-4,0.8597697149,0.0951462648
80.922443806,MI,91727,0.0377779846,3.9691867477,0.9109986823,0.1643835616,0.11,0.165,0.312,0.077,0.118,0.299,6.3,4.42028e-4,0.9056044072,0.1036578747
76.042132199,MI,65707,0.0418089844,3.8676113233,0.81991345,0.0742659758,0.167,0.248,0.424,0.094,0.138,0.377,8.2,2.22321e-4,0.7863787461,0.1190312517
79.679314092,MI,103737,0.0273142406,3.795546728,0.7255717256,0.0513893359,0.135,0.192,0.354,0.076,0.101,0.322,8.6,4.922723e-4,0.8661815589,0.0797337753
76.277484881,MI,73929,0.035132204,4.1386548539,0.7511157938,0.0710440813,0.191,0.262,0.367,0.097,0.126,0.39,6,5.428882e-4,0.7495553074,0.1254421559
75.208217858,MI,57434,0.057349834,3.7954924295,0.8559624015,0.1405228758,0.174,0.229,0.38,0.089,0.153,0.339,5.1,5.128205e-4,0.8586788067,0.089351529
78.006929841,MI,62319,0.0461936663,4.2279029463,0.7955562864,0.0441001192,0.159,0.214,0.32,0.089,0.15,0.311,5.6,0.0011497209,0.7122673647,0.1148161631
76.292141355,MI,59260,0.053314349,4.1222906596,0.8097481178,0.0710359408,0.198,0.246,0.334,0.101,0.166,0.359,6.9,4.746322e-4,0.7591343796,0.12131815
79.029114555,MI,73722,0.0396942076,4.9064879977,0.7855046574,0.0729817546,0.154,0.213,0.311,0.084,0.137,0.306,6.5,0.0010065063,0.7824491447,0.1074311981
76.411640274,MI,73617,0.0419170944,4.3833217596,0.7413180319,0.0395128552,0.183,0.243,0.38,0.098,0.14,0.368,9.1,3.542126e-4,0.8115951303,0.1032939024
75.970267121,MI,64912,0.0426871216,3.6994669404,0.7666573842,0.0662774725,0.209,0.256,0.392,0.098,0.147,0.373,7.3,3.12407e-4,0.8218026746,0.099128216
75.080422899,MI,61223,0.0444934476,4.122372857,0.8093628467,0.0747119881,0.204,0.261,0.43,0.112,0.141,0.393,7.3,5.608716e-4,0.7826469186,0.1172901767
76.582708505,MI,61951,0.0429648241,4.0616748056,0.7620105181,0.0927357032,0.188,0.262,0.392,0.098,0.162,0.337,7.1,3.578813e-4,0.8640621783,0.0943526905
79.092645331,MI,92230,0.0291540019,4.6190042128,0.7066508708,0.0542134551,0.123,0.189,0.297,0.079,0.11,0.321,7.5,0.0013779343,0.7226607349,0.1193694302
76.90794955,MI,61907,0.0572995781,3.8042550308,0.8716624812,0.0798387097,0.18,0.249,0.379,0.1,0.164,0.333,6.8,4.848033e-4,0.8512735435,0.1017444792
73.561395548,MI,51390,0.066224381,4.44848539,0.8497548692,0.2192393736,0.205,0.269,0.383,0.099,0.188,0.394,6.2,1.447457e-4,0.8252576189,0.1200823422
76.861498378,MI,55388,0.0475262003,4.0391173901,0.8317190823,0.1568981064,0.199,0.255,0.387,0.098,0.167,0.36,6.8,3.029647e-4,0.8370811287,0.1030067452
80.078677619,MI,81772,0.0304135245,3.8452581884,0.7437516178,0.0319026633,0.148,0.201,0.359,0.081,0.109,0.296,7.4,6.618598e-4,0.7849735046,0.0934346695
74.489371895,MI,59188,0.0518650299,4.7617167036,0.7779618748,0.0661911555,0.205,0.287,0.43,0.111,0.165,0.369,6.6,8.6502e-4,0.7352099606,0.1207586289
75.021444895,MI,68831,0.0379681089,4.0792154622,0.741638452,0.0736684918,0.16,0.235,0.408,0.096,0.144,0.361,6.8,4.373551e-4,0.8054129515,0.110888239
74.905863803,MI,65540,0.0436452997,4.0058405195,0.6956581361,0.0733070348,0.215,0.296,0.374,0.105,0.153,0.364,8.4,2.797985e-4,0.7515036002,0.0952047296
75.282169753,MI,57382,0.0484628199,3.9595307709,0.8008990201,0.135783563,0.226,0.287,0.385,0.101,0.166,0.342,6.9,3.209401e-4,0.8165148129,0.0942706461
76.034603429,MI,63988,0.0433549312,4.1123097086,0.7945652547,0.0555555556,0.168,0.226,0.361,0.091,0.147,0.359,7.3,3.683133e-4,0.7931421537,0.1123712104
75.269704214,MI,64273,0.0500020765,3.8134749304,0.814231738,0.0467762326,0.207,0.261,0.394,0.103,0.157,0.369,6.4,3.023603e-4,0.8520864382,0.0925270309
75.527953659,MI,66174,0.0472748749,4.291915013,0.7465713166,0.0667227362,0.203,0.271,0.395,0.103,0.15,0.35,8,5.022602e-4,0.8045579881,0.1169900059
80.475429704,MI,84704,0.0329107122,5.0229767968,0.7556451908,0.0350660357,0.121,0.173,0.301,0.085,0.125,0.287,8.3,0.0017759008,0.6163102321,0.1612836766
72.937655588,MI,57418,0.0435139412,5.6705280782,0.8260982923,0.1077225607,0.188,0.246,0.367,0.116,0.154,0.421,10.7,7.014812e-4,0.6447798387,0.168806638
74.901826048,MI,59697,0.0476033494,4.1023255814,0.8350455962,0.1325930764,0.193,0.234,0.382,0.096,0.158,0.341,6.8,8.55432e-4,0.8137473935,0.093126726
79.269990218,MN,85070,0.0281361101,4.2465619114,0.8323045845,0.0457318502,0.134,0.199,0.336,0.09,0.094,0.303,6,8.818392e-4,0.7238536518,0.1131029169
79.860061297,MN,96661,0.0275912825,3.549591378,0.8400985042,0.0418622215,0.116,0.19,0.359,0.086,0.072,0.301,6.2,4.713665e-4,0.7996416271,0.0993917519
77.87417194,MN,71719,0.0298262697,4.0135893739,0.8386326419,0.0762260128,0.155,0.203,0.393,0.089,0.107,0.295,4.2,7.950254e-4,0.7780477645,0.1069173364
74.051535092,MN,65855,0.0349058852,4.1164399431,0.9228503296,0.044567339,0.177,0.203,0.411,0.104,0.129,0.327,5.7,0.0010780509,0.6947174447,0.111857594
76.279094311,MN,75512,0.0369024639,3.5956996551,0.764911866,0.0700056915,0.158,0.186,0.412,0.091,0.115,0.36,1.3,8.789036e-4,0.7935156026,0.09320788
82.334228571,MN,129437,0.0244616594,3.9064472695,0.7740872998,0.0585097516,0.11,0.167,0.331,0.073,0.06,0.264,7,8.469427e-4,0.8171310681,0.0782549695
74.649470253,MN,61490,0.0439523682,4.1453986526,0.7770221842,0.0613772455,0.182,0.243,0.381,0.098,0.115,0.379,4.4,2.937433e-4,0.8489974937,0.1114075511
78.651156201,MN,74540,0.0343200849,3.9125117592,0.7743010735,0.0474123539,0.17,0.206,0.386,0.089,0.108,0.309,4.2,0.0010108518,0.7737160331,0.1074085941
80.906074817,MN,100012,0.0255124032,3.830480898,0.8238066811,0.0299465241,0.113,0.176,0.329,0.089,0.071,0.285,7.6,6.040205e-4,0.7535221115,0.1004567825
78.081512369,MN,66215,0.0272595942,4.3309854244,0.7550333388,0.1133786848,0.176,0.268,0.406,0.104,0.1,0.343,6.7,6.504277e-4,0.7932479627,0.0899407336
79.466692509,MN,93642,0.0258148241,4.5804699889,0.8463678666,0.0446945815,0.121,0.167,0.274,0.079,0.087,0.282,8.7,0.0012024466,0.6295136492,0.1338497383
76.459930118,MN,65386,0.0460039524,4.3795356079,0.7469050472,0.1037780966,0.152,0.181,0.346,0.084,0.122,0.288,4.8,0.0010206346,0.8194489465,0.1299917378
68.521359257,MN,54177,0.04743255,5.1019289883,0.9698688879,0.167721519,0.262,0.297,0.443,0.133,0.157,0.359,5.3,1.847063e-4,0.7247461251,0.1259754738
81.432006109,MN,69843,0.0419812189,3.5906027074,0.8147193538,0.1322869955,0.175,0.228,0.422,0.09,0.093,0.317,6.3,1.112595e-4,0.8524064171,0.0715877437
73.887673018,MN,70512,0.0505578529,4.2868088159,0.7859200105,0.0590038314,0.198,0.24,0.426,0.099,0.119,0.346,6,6.327465e-4,0.777167334,0.1124164279
80.991035339,MN,89431,0.0213808269,4.1464228603,0.8575723816,0.0707707834,0.126,0.179,0.354,0.087,0.08,0.305,5.6,0.0023128319,0.7071245254,0.1004555739
78.932076123,MN,69107,0.0327972648,4.1550268611,0.792165256,0.0319970577,0.197,0.267,0.382,0.101,0.098,0.337,5.8,5.329248e-4,0.7916286089,0.0949265523
76.855687285,MN,69619,0.0488970839,4.0840753368,0.7984772742,0.0713760118,0.171,0.223,0.389,0.096,0.117,0.333,5.4,1.706368e-4,0.8266599513,0.1154986053
76.902639501,MN,68136,0.0292235757,4.7644864375,0.7549752377,0.0529875986,0.15,0.205,0.388,0.093,0.111,0.331,6.6,5.527197e-4,0.7211600257,0.1112130054
77.62159982,MN,77764,0.0268827521,4.4239720714,0.896792837,0.0564301284,0.158,0.23,0.326,0.098,0.105,0.301,7.9,0.0011007681,0.6103115371,0.1425871756
76.834821821,MN,67311,0.0320061439,4.561185798,0.7712951812,0.0370213487,0.169,0.205,0.367,0.092,0.115,0.345,7.3,0.0012350514,0.7197092646,0.1192514197
81.083259873,MN,111370,0.0253282308,3.6856391082,0.8054215484,0.0245901639,0.14,0.199,0.336,0.084,0.062,0.282,5.8,4.893389e-4,0.8430251853,0.0837478807
79.371317591,MN,101487,0.031734469,3.3393479639,0.7979157714,0.0409174312,0.149,0.209,0.377,0.086,0.072,0.293,6.7,3.734582e-4,0.8424651655,0.0922748021
80.018256762,MN,75116,0.0278922872,4.1937758838,0.8217235366,0.0432852386,0.154,0.201,0.384,0.096,0.102,0.313,5.8,9.751678e-4,0.6781430001,0.1225916511
80.883770295,MN,60951,0.0359059916,3.7493572395,0.7945103165,0.125115848,0.173,0.236,0.405,0.095,0.109,0.314,5.6,8.321116e-4,0.8306299134,0.0883015775
81.281824463,MN,111118,0.0243852206,3.722756294,0.8067768614,0.0300496102,0.091,0.146,0.309,0.071,0.065,0.257,7.8,0.0010431359,0.8115094139,0.0998777566
80.206353745,MN,71907,0.0234951184,4.2927756654,0.8202416918,0.0803141627,0.164,0.213,0.348,0.089,0.099,0.301,7.7,3.626839e-4,0.6875,0.1156373852
80.004268626,MN,104303,0.0293268422,3.2954446196,0.8271524239,0.0363304982,0.14,0.184,0.372,0.085,0.068,0.313,6.2,3.935241e-4,0.8425611767,0.0803979564
71.920237836,MS,54386,0.0317543737,5.3399248473,0.7623439433,0.0843663048,0.181,0.309,0.401,0.138,0.188,0.386,8.7,5.332267e-4,0.6947488867,0.1312594172
71.041332601,MS,44385,0.0441219441,6.691554559,0.8949391833,0.1924233313,0.189,0.333,0.436,0.16,0.195,0.404,7.7,7.654304e-4,0.6645640715,0.1350552802
72.454017777,MS,52673,0.0332619236,4.9795108283,0.7432567009,0.2388185654,0.214,0.355,0.426,0.16,0.162,0.432,9,3.776639e-4,0.70716873710000006,0.1412050257
65.288146971,MS,35552,0.0492658158,5.908523461,0.7020993344,0.1140651801,0.24,0.415,0.484,0.19,0.223,0.47,8.7,4.324844e-4,0.5197920359,0.1501252142
73.854833863,MS,81956,0.0277218844,4.0685526243,0.8192808584,0.0709577356,0.148,0.279,0.396,0.113,0.134,0.379,8.2,2.597637e-4,0.7779652949,0.1184714497
72.963807822,MS,56692,0.0294479657,4.7525697504,0.7840500241,0.0648893826,0.182,0.284,0.347,0.123,0.194,0.411,9.6,5.587499e-4,0.6058930726,0.1484520462
70.805680637,MS,50965,0.0308530665,4.8573503074,0.8369900794,0.0999485937,0.207,0.358,0.47,0.161,0.161,0.441,10.2,8.936631e-4,0.5788452965,0.1675276148
72.914273841,MS,56977,0.0294417278,4.2423320847,0.6431191225,0.1804733728,0.199,0.291,0.378,0.114,0.163,0.331,8,1.677993e-4,0.7933651344,0.0721894832
73.521179921,MS,66751,0.0326631442,4.617359691,0.7265176884,0.1144285328,0.17,0.265,0.384,0.114,0.188,0.382,8.7,4.583747e-4,0.7197117155,0.122442989
70.949463437,MS,39794,0.0400311931,4.828456052,1.1906901892,0.322519084,0.204,0.349,0.438,0.156,0.182,0.416,9.2,2.694449e-4,0.81724846,0.1563565514
71.501944714,MS,50310,0.031637469,5.3251370096,0.6735751295,0.1145488899,0.164,0.292,0.434,0.126,0.19,0.322,9.8,4.944265e-4,0.737804878,0.1242308189
77.235803658,MS,63079,0.0245722086,4.5687415738,0.7210967375,0.1287318543,0.17,0.273,0.395,0.114,0.173,0.387,9,0.0012394228,0.6812756955,0.1033576642
71.261934317,MS,51437,0.0322259373,6.2618466899,0.7446432823,0.0834028357,0.205,0.323,0.393,0.143,0.202,0.422,9.2,0.0010126512,0.6322628095,0.1672040022
76.909514273,MS,70794,0.0232329069,3.9890739847,0.824404416,0.0804276516,0.161,0.267,0.363,0.106,0.143,0.388,10.1,5.629491e-4,0.7761639608,0.1031755583
72.779416847,MS,53814,0.0282975104,5.2908036454,0.6728684181,0.368286445,0.221,0.347,0.42,0.135,0.184,0.407,9.1,7.04672e-5,0.8634426533,0.0923199363
67.22351604,MS,43980,0.0460597826,6.4961319515,0.9405670665,0.1626686657,0.228,0.389,0.475,0.174,0.197,0.423,9,3.543028e-4,0.5629188384,0.138628649
70.926672633,MS,55783,0.0343072273,5.4855443293,0.7302921303,0.1335910653,0.179,0.305,0.418,0.132,0.173,0.382,8.7,6.654581e-4,0.7120599429,0.1220668997
66.902160964,MS,39081,0.0494435836,5.5293531015,0.748580846,0.0684150513,0.19,0.34,0.446,0.161,0.22,0.428,8.9,4.120219e-4,0.5675393278,0.2115754828
75.219418849,MO,68484,0.0305012608,4.5234683878,0.7931621952,0.0722849723,0.178,0.242,0.367,0.101,0.15,0.377,7.5,7.039346e-4,0.6793500089,0.1151991729
73.874298639,MO,55957,0.033467617,4.4007869124,0.7685791518,0.1274647887,0.262,0.325,0.402,0.114,0.174,0.417,7.8,4.002882e-4,0.7273940607,0.0906938196
74.536059091,MO,53303,0.0349112851,4.15296143,0.7861958799,0.0831325301,0.212,0.299,0.384,0.107,0.173,0.376,8.3,7.490205e-4,0.7490269461,0.0953424658
78.245289885,MO,70153,0.0247571232,5.0207401529,0.8420102367,0.0431634834,0.15,0.209,0.331,0.096,0.141,0.339,7.9,0.001183814,0.5811624314,0.151233049
73.435249798,MO,60575,0.0287254833,4.8145854398,0.9094657513,0.1014835519,0.202,0.262,0.401,0.11,0.166,0.399,8.2,6.559097e-4,0.6489610156,0.1425648022
70.149713513,MO,48059,0.0437064932,4.7277785913,0.7413616586,0.1045109424,0.229,0.306,0.412,0.112,0.195,0.396,8.1,9.500962e-4,0.6499090358,0.1099011771
76.804762824,MO,63903,0.0376596832,4.5300395687,0.7861537598,0.1718924972,0.205,0.247,0.335,0.097,0.156,0.376,7.3,7.597385e-4,0.8311589983,0.1175868505
75.811117752,MO,67445,0.0274292743,4.4279601596,0.751201648,0.0619248466,0.22,0.27,0.407,0.105,0.144,0.393,9,9.011971e-4,0.6595071288,0.1215708558
77.048154193,MO,85283,0.0296588068,3.7511284008,0.7601883376,0.0440414508,0.162,0.234,0.351,0.09,0.121,0.393,6.2,2.46265e-4,0.7589279384,0.085056312
78.025096999,MO,84816,0.0270945276,3.6469492878,0.8065852789,0.0526111284,0.173,0.216,0.352,0.096,0.124,0.339,6.2,5.9487e-4,0.6887573262,0.1018230816
74.888642033,MO,70389,0.0280807438,3.8623477004,0.7705644894,0.0979682157,0.174,0.245,0.388,0.093,0.129,0.345,8.4,5.986829e-4,0.7639529657,0.0909222633
75.043830683,MO,59740,0.02553178,4.3066584748,0.8092305943,0.1010269883,0.167,0.234,0.345,0.095,0.155,0.376,7.5,9.339737e-4,0.5685911258,0.1352820836
74.755235642,MO,66102,0.0337644033,4.6029503428,0.8278445552,0.076304422,0.158,0.217,0.388,0.107,0.141,0.348,10.1,8.43956e-4,0.5884892609,0.1415683057
73.82333577,MO,55152,0.0300046882,4.5302350694,0.7570304142,0.0505719446,0.211,0.271,0.358,0.107,0.173,0.411,9.1,8.201047e-4,0.6321872351,0.1228328073
74.981077165,MO,81517,0.0281747994,3.7217211375,0.7265815543,0.0381735835,0.198,0.255,0.391,0.094,0.127,0.374,7.6,2.546417e-4,0.8143866705,0.0853035369
